student_ID,knowledge_point,score,is_pass,mastery_index
0088dc183f73c83f763e,b3C9s,2.0,0.0,1.2
0088dc183f73c83f763e,g7R2j,1.2580645161290323,0.0,0.7548387096774193
0088dc183f73c83f763e,k4W1c,1.75,0.0,1.05
0088dc183f73c83f763e,m3D1v,1.3333333333333333,0.0,0.7999999999999999
0088dc183f73c83f763e,r8S3g,0.17391304347826086,0.0,0.10434782608695652
0088dc183f73c83f763e,s8Y2f,0.5714285714285714,0.0,0.3428571428571428
0088dc183f73c83f763e,t5V9e,0.3137254901960784,0.0,0.18823529411764706
0088dc183f73c83f763e,y9W5d,1.1020408163265305,0.0,0.6612244897959183
00cbf05221bb479e66c3,b3C9s,0.9285714285714286,0.0,0.5571428571428572
00cbf05221bb479e66c3,g7R2j,0.6153846153846154,0.0,0.36923076923076925
00cbf05221bb479e66c3,k4W1c,2.0,0.0,1.2
00cbf05221bb479e66c3,m3D1v,0.9795918367346939,0.0,0.5877551020408163
00cbf05221bb479e66c3,r8S3g,0.0967741935483871,0.0,0.058064516129032254
00cbf05221bb479e66c3,s8Y2f,0.8,0.0,0.48
00cbf05221bb479e66c3,t5V9e,0.4716981132075472,0.0,0.2830188679245283
00cbf05221bb479e66c3,y9W5d,1.0416666666666667,0.0,0.625
00df647ee4bf7173642f,b3C9s,0.19402985074626866,0.0,0.11641791044776119
00df647ee4bf7173642f,g7R2j,0.75,0.0,0.44999999999999996
00df647ee4bf7173642f,k4W1c,1.0,0.0,0.6
00df647ee4bf7173642f,m3D1v,0.8878504672897196,0.0,0.5327102803738317
00df647ee4bf7173642f,r8S3g,0.09615384615384616,0.0,0.057692307692307696
00df647ee4bf7173642f,s8Y2f,0.5,0.0,0.3
00df647ee4bf7173642f,t5V9e,0.3684210526315789,0.0,0.22105263157894736
00df647ee4bf7173642f,y9W5d,0.7753623188405797,0.0,0.4652173913043478
0107f72b66cbd1a0926d,b3C9s,3.3333333333333335,0.0,2.0
0107f72b66cbd1a0926d,g7R2j,1.375,0.0,0.825
0107f72b66cbd1a0926d,k4W1c,1.4285714285714286,0.0,0.8571428571428571
0107f72b66cbd1a0926d,m3D1v,1.6451612903225807,0.0,0.9870967741935484
0107f72b66cbd1a0926d,r8S3g,0.29411764705882354,0.0,0.17647058823529413
0107f72b66cbd1a0926d,s8Y2f,1.3333333333333333,0.0,0.7999999999999999
0107f72b66cbd1a0926d,t5V9e,0.7142857142857143,0.0,0.42857142857142855
0107f72b66cbd1a0926d,y9W5d,1.4864864864864864,0.0,0.8918918918918918
011d454f199c123d44ad,b3C9s,1.1111111111111112,0.0,0.6666666666666666
011d454f199c123d44ad,g7R2j,0.7083333333333334,0.0,0.425
011d454f199c123d44ad,k4W1c,3.0,0.0,1.7999999999999998
011d454f199c123d44ad,m3D1v,0.5632183908045977,0.0,0.3379310344827586
011d454f199c123d44ad,r8S3g,0.4166666666666667,0.0,0.25
011d454f199c123d44ad,s8Y2f,0.42857142857142855,0.0,0.2571428571428571
011d454f199c123d44ad,t5V9e,0.38636363636363635,0.0,0.2318181818181818
011d454f199c123d44ad,y9W5d,1.0606060606060606,0.0,0.6363636363636364
01558eef77a8d39b7103,b3C9s,1.6666666666666667,0.0,1.0
01558eef77a8d39b7103,g7R2j,1.5714285714285714,0.0,0.9428571428571428
01558eef77a8d39b7103,k4W1c,0.3333333333333333,0.0,0.19999999999999998
01558eef77a8d39b7103,m3D1v,0.9411764705882353,0.0,0.5647058823529412
01558eef77a8d39b7103,r8S3g,0.2916666666666667,0.0,0.17500000000000002
01558eef77a8d39b7103,s8Y2f,3.0,0.0,1.7999999999999998
01558eef77a8d39b7103,t5V9e,0.9629629629629629,0.0,0.5777777777777777
01558eef77a8d39b7103,y9W5d,1.186046511627907,0.0,0.7116279069767443
016226278e6a69e10aa4,b3C9s,1.1,0.0,0.66
016226278e6a69e10aa4,g7R2j,1.0,0.0,0.6
016226278e6a69e10aa4,k4W1c,0.25,0.0,0.15
016226278e6a69e10aa4,m3D1v,0.9555555555555556,0.0,0.5733333333333334
016226278e6a69e10aa4,r8S3g,0.07575757575757576,0.0,0.045454545454545456
016226278e6a69e10aa4,s8Y2f,1.5,0.0,0.8999999999999999
016226278e6a69e10aa4,t5V9e,0.27586206896551724,0.0,0.16551724137931034
016226278e6a69e10aa4,y9W5d,0.8412698412698413,0.0,0.5047619047619047
01a691413dc5897db83f,b3C9s,0.5,0.0,0.3
01a691413dc5897db83f,g7R2j,0.7865168539325843,0.0,0.47191011235955055
01a691413dc5897db83f,k4W1c,0.5,0.0,0.3
01a691413dc5897db83f,m3D1v,0.37745098039215685,0.0,0.2264705882352941
01a691413dc5897db83f,r8S3g,0.09090909090909091,0.0,0.05454545454545454
01a691413dc5897db83f,s8Y2f,0.5714285714285714,0.0,0.3428571428571428
01a691413dc5897db83f,t5V9e,0.49382716049382713,0.0,0.2962962962962963
01a691413dc5897db83f,y9W5d,0.568,0.0,0.34079999999999994
01d8aa21ef476b66c573,b3C9s,1.6666666666666667,0.0,1.0
01d8aa21ef476b66c573,g7R2j,1.25,0.0,0.75
01d8aa21ef476b66c573,k4W1c,2.0,0.0,1.2
01d8aa21ef476b66c573,m3D1v,1.108695652173913,0.0,0.6652173913043479
01d8aa21ef476b66c573,r8S3g,0.3157894736842105,0.0,0.1894736842105263
01d8aa21ef476b66c573,s8Y2f,1.0,0.0,0.6
01d8aa21ef476b66c573,t5V9e,1.0454545454545454,0.0,0.6272727272727272
01d8aa21ef476b66c573,y9W5d,0.9222222222222223,0.0,0.5533333333333333
01qkq6w2v62cimidb3b7,b3C9s,1.1428571428571428,0.0,0.6857142857142856
01qkq6w2v62cimidb3b7,g7R2j,1.2692307692307692,0.0,0.7615384615384615
01qkq6w2v62cimidb3b7,k4W1c,1.5714285714285714,0.0,0.9428571428571428
01qkq6w2v62cimidb3b7,m3D1v,0.7575757575757576,0.0,0.45454545454545453
01qkq6w2v62cimidb3b7,r8S3g,0.09523809523809523,0.0,0.057142857142857134
01qkq6w2v62cimidb3b7,s8Y2f,1.5,0.0,0.8999999999999999
01qkq6w2v62cimidb3b7,t5V9e,0.5454545454545454,0.0,0.3272727272727272
01qkq6w2v62cimidb3b7,y9W5d,1.0,0.0,0.6
02068067a434adb6556a,r8S3g,0.0,0.0,0.0
0258f681a9e1756dfc76,b3C9s,0.2564102564102564,0.0,0.15384615384615383
0258f681a9e1756dfc76,g7R2j,0.7241379310344828,0.0,0.43448275862068964
0258f681a9e1756dfc76,k4W1c,0.4,0.0,0.24
0258f681a9e1756dfc76,m3D1v,0.6549295774647887,0.0,0.3929577464788732
0258f681a9e1756dfc76,r8S3g,0.06741573033707865,0.0,0.04044943820224719
0258f681a9e1756dfc76,s8Y2f,0.6,0.0,0.36
0258f681a9e1756dfc76,t5V9e,0.47619047619047616,0.0,0.2857142857142857
0258f681a9e1756dfc76,y9W5d,0.5391304347826087,0.0,0.3234782608695652
03754dce5ec7731fb3e2,b3C9s,2.235294117647059,0.0,1.3411764705882352
03754dce5ec7731fb3e2,g7R2j,1.5681818181818181,0.0,0.9409090909090908
03754dce5ec7731fb3e2,k4W1c,2.6666666666666665,0.0,1.5999999999999999
03754dce5ec7731fb3e2,m3D1v,2.235294117647059,0.0,1.3411764705882352
03754dce5ec7731fb3e2,r8S3g,0.5,0.0,0.3
03754dce5ec7731fb3e2,s8Y2f,1.2,0.0,0.72
03754dce5ec7731fb3e2,t5V9e,1.0571428571428572,0.0,0.6342857142857142
03754dce5ec7731fb3e2,y9W5d,1.732394366197183,0.0,1.0394366197183098
037a76bc8e6bf5fe1fc0,b3C9s,2.0,0.0,1.2
037a76bc8e6bf5fe1fc0,g7R2j,3.0,0.0,1.7999999999999998
037a76bc8e6bf5fe1fc0,k4W1c,3.0,0.0,1.7999999999999998
037a76bc8e6bf5fe1fc0,m3D1v,2.769230769230769,0.0,1.6615384615384614
037a76bc8e6bf5fe1fc0,r8S3g,1.0,0.0,0.6
037a76bc8e6bf5fe1fc0,s8Y2f,3.0,0.0,1.7999999999999998
037a76bc8e6bf5fe1fc0,t5V9e,2.0,0.0,1.2
037a76bc8e6bf5fe1fc0,y9W5d,3.0,0.0,1.7999999999999998
03aa0b20dd4af1888eef,b3C9s,1.1666666666666667,0.0,0.7000000000000001
03aa0b20dd4af1888eef,g7R2j,0.8275862068965517,0.0,0.496551724137931
03aa0b20dd4af1888eef,k4W1c,3.0,0.0,1.7999999999999998
03aa0b20dd4af1888eef,m3D1v,1.0188679245283019,0.0,0.6113207547169811
03aa0b20dd4af1888eef,r8S3g,0.10606060606060606,0.0,0.06363636363636363
03aa0b20dd4af1888eef,s8Y2f,0.3,0.0,0.18
03aa0b20dd4af1888eef,t5V9e,0.8181818181818182,0.0,0.4909090909090909
03aa0b20dd4af1888eef,y9W5d,1.3289473684210527,0.0,0.7973684210526316
03b463f52c0fff35433b,b3C9s,3.3333333333333335,0.0,2.0
03b463f52c0fff35433b,g7R2j,3.0,0.0,1.7999999999999998
03b463f52c0fff35433b,k4W1c,3.0,0.0,1.7999999999999998
03b463f52c0fff35433b,m3D1v,1.4,0.0,0.84
03b463f52c0fff35433b,r8S3g,0.625,0.0,0.375
03b463f52c0fff35433b,s8Y2f,3.0,0.0,1.7999999999999998
03b463f52c0fff35433b,t5V9e,1.3,0.0,0.78
03b463f52c0fff35433b,y9W5d,2.3125,0.0,1.3875
03e0c9bff3a9557480d9,b3C9s,1.6666666666666667,0.0,1.0
03e0c9bff3a9557480d9,g7R2j,1.25,0.0,0.75
03e0c9bff3a9557480d9,k4W1c,3.0,0.0,1.7999999999999998
03e0c9bff3a9557480d9,m3D1v,1.6,0.0,0.96
03e0c9bff3a9557480d9,r8S3g,0.11904761904761904,0.0,0.07142857142857142
03e0c9bff3a9557480d9,s8Y2f,3.0,0.0,1.7999999999999998
03e0c9bff3a9557480d9,t5V9e,1.0,0.0,0.6
03e0c9bff3a9557480d9,y9W5d,1.9565217391304348,0.0,1.1739130434782608
04f2689b4ea16d8d7d9a,b3C9s,0.6428571428571429,0.0,0.38571428571428573
04f2689b4ea16d8d7d9a,g7R2j,0.6666666666666666,0.0,0.39999999999999997
04f2689b4ea16d8d7d9a,k4W1c,0.4166666666666667,0.0,0.25
04f2689b4ea16d8d7d9a,m3D1v,0.9642857142857143,0.0,0.5785714285714285
04f2689b4ea16d8d7d9a,r8S3g,0.04504504504504504,0.0,0.027027027027027025
04f2689b4ea16d8d7d9a,s8Y2f,0.75,0.0,0.44999999999999996
04f2689b4ea16d8d7d9a,t5V9e,0.5151515151515151,0.0,0.3090909090909091
04f2689b4ea16d8d7d9a,y9W5d,0.793939393939394,0.0,0.4763636363636363
0557b1363a5092b5811f,b3C9s,0.5111111111111111,0.0,0.30666666666666664
0557b1363a5092b5811f,g7R2j,0.5982905982905983,0.0,0.358974358974359
0557b1363a5092b5811f,k4W1c,0.8333333333333334,0.0,0.5
